Date,Price,Open,High,Low,Vol.,Change %
2019-10-15,3208,3700,3700,3151,0.97K,-6.30%
2019-10-14,3424,3699,3700,3102,0.75K,-6.50%
2019-10-11,3662,3650,3700,3600,1.27K,0.36%
2019-10-10,3649,3649,3649,3648,0.02K,14.39%
2019-10-09,3190,3650,3650,3150,0.69K,-12.59%
2019-10-08,3649,3649,3649,3649,0.14K,0.00%
2019-10-07,3649,3649,3649,3639,0.11K,5.00%
2019-10-04,3475,3650,3650,3200,1.07K,4.92%
2019-10-03,3312,3200,3599,3200,0.44K,8.75%
2019-10-02,3045,3650,3650,3000,0.22K,-17.67%
2019-10-01,3699,3700,3700,3690,0.19K,1.09%
2019-09-30,3659,3650,3680,3650,0.17K,-0.99%
2019-09-27,3695,3700,3700,3650,0.07K,-0.12%
2019-09-26,3700,3700,3700,3700,0.73K,0.00%
2019-09-25,3700,3700,3700,3700,0.09K,0.52%
2019-09-24,3681,3681,3681,3681,0.02K,-18.20%
2019-09-19,4500,4500,4500,4500,0.00K,-2.17%
2019-09-17,4600,4600,4600,4600,0.01K,0.00%
2019-09-13,4600,4600,4600,4600,0.01K,1.90%
2019-09-12,4514,4600,4600,4500,0.16K,-1.87%
2019-09-11,4600,4600,4600,4600,0.00K,2.22%
2019-09-06,4500,4500,4500,4500,0.22K,-7.38%
2019-09-05,4859,4800,5000,4800,0.61K,1.18%
2019-09-04,4802,5000,5000,4800,2.38K,-3.96%
2019-09-03,5000,5000,5000,5000,0.02K,12.36%
2019-09-02,4450,4450,4450,4450,0.14K,1.30%
2019-08-30,4393,4600,4600,4300,2.41K,-4.68%
2019-08-29,4609,4800,4800,4600,1.26K,-6.06%
2019-08-28,4906,5000,5000,4700,0.09K,16.81%
2019-08-27,4200,4200,4200,4200,1.89K,-6.58%
2019-08-26,4496,4500,4500,4200,0.90K,-4.01%
2019-08-23,4684,4700,4700,4500,2.20K,2.59%
2019-08-22,4565,5000,5000,4500,0.37K,-1.58%
2019-08-21,4639,4800,4800,4500,6.38K,12.30%
2019-08-20,4131,3900,4500,3900,1.34K,3.62%
2019-08-16,3986,4439,4439,3900,5.06K,7.64%
2019-08-15,3703,3700,4439,3700,2.31K,-4.61%
2019-08-14,3882,4250,4250,3700,0.20K,4.37%
2019-08-13,3720,3700,3800,3700,0.89K,1.36%
2019-08-12,3670,3700,3800,3502,2.36K,0.45%
2019-08-09,3653,3700,3700,3500,5.63K,-6.84%
2019-08-08,3922,4559,4559,3500,0.70K,20.59%
2019-08-07,3252,3131,3800,3131,2.54K,32.46%
2019-08-06,2455,2410,2610,2410,11.47K,1.89%
2019-08-05,2410,2409,2410,2409,0.36K,14.94%
2019-08-02,2096,2000,2245,2000,2.62K,27.48%
2019-08-01,1644,1601,1872,1601,5.89K,5.41%
2019-07-31,1560,1560,1872,1500,0.43K,3.87%
2019-07-30,1502,1500,1560,1450,3.39K,7.78%
2019-07-29,1394,1300,1400,1300,0.97K,7.19%
2019-07-26,1300,1300,1300,1300,0.20K,7.42%
2019-07-25,1210,1200,1250,1200,1.39K,2.56%
2019-07-19,1180,1180,1180,1180,0.13K,-0.64%
2019-07-18,1188,1110,1210,1110,3.35K,7.96%
2019-07-17,1100,1100,1100,1100,1.00K,-3.51%
2019-07-16,1140,1140,1140,1140,1.85K,12.18%
2019-07-15,1016,1100,1100,1000,9.82K,1.43%
2019-07-12,1002,1140,1140,1000,2.26K,-1.16%
2019-07-11,1014,1000,1140,1000,4.59K,1.55%
2019-07-10,998,980,1000,980,0.83K,0.81%
2019-07-09,990,1000,1000,990,5.22K,-5.24%
2019-07-08,1045,1050,1050,1000,2.31K,4.48%
2019-07-04,1000,1000,1000,1000,4.75K,0.00%
2019-07-03,1000,1100,1100,1000,1.59K,-2.76%
2019-07-02,1029,1020,1050,1020,0.01K,-6.49%
2019-07-01,1100,1100,1100,1099,3.13K,7.84%
2019-06-28,1020,1020,1020,1020,1.56K,-1.76%
2019-06-27,1038,1050,1050,1020,1.09K,-1.12%
2019-06-26,1050,1050,1050,1050,2.04K,2.51%
2019-06-25,1024,1070,1070,1020,0.13K,-0.87%
2019-06-21,1033,1050,1050,1000,2.97K,-1.60%
2019-06-20,1050,1050,1050,1050,0.26K,3.92%
2019-06-19,1010,1000,1050,1000,2.24K,1.62%
2019-06-18,994,990,1000,950,0.02K,0.43%
2019-06-14,990,990,990,990,0.09K,8.84%
2019-06-13,910,950,950,900,2.72K,1.42%
2019-06-12,897,900,950,800,1.22K,-5.60%
2019-06-11,950,950,950,950,0.02K,-4.04%
2019-06-10,990,990,990,990,0.00K,3.84%
2019-06-07,953,950,990,950,0.06K,0.14%
2019-06-06,952,950,1000,950,0.70K,-0.10%
